tweet_id,created_at,text,lang,favorite_count,retweet_count,user_id,user_name,user_screen_name,followers_count,hashtags,mentions,urls,media_urls,media_count,media_types,is_retweet,retweet_user,retweet_text
1057344830790135809,Tue Oct 30 18:53:46 +0000 2018,RT @EamonOfficial: @kanyewest I’ll never forget the time we met in Rome and you told me “I just bought your album yesterday”. Made my day t…,en,0.0,349,169686021,ye,kanyewest,29337530.0,,"EamonOfficial, kanyewest",,,0,,True,EamonOfficial,@kanyewest I’ll never forget the time we met in Rome and you told me “I just bought your album yesterday”. Made my… https://t.co/ZVWh6Oe2cM
1309457622324711426,Fri Sep 25 11:40:00 +0000 2020,https://t.co/zDOGbtFR2k,und,6164.0,428,169686021,ye,kanyewest,30988493.0,,,,https://pbs.twimg.com/media/EiwgxB9WsAAGCv0.jpg,1,photo,False,,
1207057626317541377,Tue Dec 17 21:58:58 +0000 2019,https://t.co/r3Ze9AoS7w,und,28885.0,2419,169686021,ye,kanyewest,30760502.0,,,,https://pbs.twimg.com/media/EMBUgZ9VUAAKR00.jpg,1,photo,False,,
1039220580279496704,Mon Sep 10 18:34:28 +0000 2018,fear is the absence of love and fear is the source of all of our evil. love is the absence of fear and love is the… https://t.co/J2d8OQIfgS,en,132008.0,39032,169686021,ye,kanyewest,29337530.0,,,https://twitter.com/i/web/status/1039220580279496704,,0,,False,,
1042823232284323842,Thu Sep 20 17:10:07 +0000 2018,https://t.co/tgyl4Z3jpQ,und,3045.0,498,169686021,ye,kanyewest,29337530.0,,,https://instagram.com/p/Bn9KMuVn5oc/,,0,,False,,
1292307803923795974,Sun Aug 09 03:52:45 +0000 2020,When me and my mom lived in China for a year      She had the fresh jacket with the braids https://t.co/qgPwgZfz3L,en,75579.0,4821,169686021,ye,kanyewest,30905763.0,,,,https://pbs.twimg.com/media/Ee8zGMsXsAITCDb.jpg,1,photo,False,,
1318966824126459904,Wed Oct 21 17:26:10 +0000 2020,Been doing empty stadiums    Happy 40th birthday!!!  I love you so much https://t.co/dCgHhzP2J8,en,194816.0,11409,169686021,ye,kanyewest,32253242.0,,,,https://pbs.twimg.com/media/Ek3pVbyWkAA401A.jpg,1,photo,False,,
766078637095415808,Thu Aug 18 01:05:54 +0000 2016,"21 PABLO STORES WORLDWIDE THIS WEEKEND   LOCATIONS HERE
https://t.co/tYuzqs7kJW",en,32393.0,15551,169686021,,,,,,,,0,,False,,
1294488696800997378,Sat Aug 15 04:18:50 +0000 2020,I can’t wait to post another Peter Zumthor so I can say had to post one more by Zumthor ...bars https://t.co/azg7MOZSg5,en,9427.0,526,169686021,ye,kanyewest,30905763.0,,,,https://pbs.twimg.com/media/Efbym1MU0AA8myJ.jpg,1,photo,False,,
749059681428115456,Sat Jul 02 01:58:39 +0000 2016,FRANKFORD AND EAST ALLEN STREET,en,3936.0,885,169686021,,,,,,,,0,,False,,
1314063513413914624,Thu Oct 08 04:42:10 +0000 2020,https://t.co/8gBTw6g6Jq https://t.co/dibxyuZQ9h,zxx,26435.0,2168,169686021,ye,kanyewest,32253242.0,,,https://kanye2020.country,https://pbs.twimg.com/media/Ejx9zQ6WAAATDm1.jpg,1,photo,False,,
1054279794995744768,Mon Oct 22 07:54:25 +0000 2018,https://t.co/9hrjwsgcvX,und,2599.0,301,169686021,ye,kanyewest,29337530.0,,,https://youtu.be/BsjCQNgtjCE,,0,,False,,
1041801975291990016,Mon Sep 17 21:32:01 +0000 2018,https://t.co/GwCcmAe1WN,und,169008.0,40367,169686021,ye,kanyewest,29337530.0,,,,https://pbs.twimg.com/media/DnU5XyrVsAAq3h9.jpg,1,photo,False,,
1023678958556987392,Sun Jul 29 21:17:37 +0000 2018,Follow your heart and find your tribe. Your tribe are people with similar passions,en,144997.0,42766,169686021,ye,kanyewest,29337530.0,,,,,0,,False,,
1006668235142361088,Tue Jun 12 22:43:04 +0000 2018,Bloody Dior in Wyoming hoodie https://t.co/RkRAtb0BfL,en,7548.0,850,169686021,ye,kanyewest,29337530.0,,,https://www.instagram.com/p/BjkglVDhXos/,,0,,False,,
1038988558592135168,Mon Sep 10 03:12:30 +0000 2018,We’re putting a Yeezy office in Chicago,en,64490.0,6069,169686021,ye,kanyewest,29337530.0,,,,,0,,False,,
1042905057820172288,Thu Sep 20 22:35:16 +0000 2018,https://t.co/hSPr20RlBj,und,977.0,126,169686021,,,,,,,,0,,False,,
479118771500503040,Wed Jun 18 04:29:51 +0000 2014,"One of my favorite artists Lana Del Rey’s new album.
http://t.co/14BIkuVvW2 http://t.co/TDk8OmPMUF",en,54156.0,39083,169686021,,,,,,,,0,,False,,
1284539173114789888,Sat Jul 18 17:22:59 +0000 2020,RMN NMRLS https://t.co/ybtKcCUTkW,in,32559.0,1626,169686021,ye,kanyewest,30911801.0,,,,https://pbs.twimg.com/media/EdOZkAKU4AE7xW4.jpg,1,photo,False,,
577635990107394048,Tue Mar 17 01:02:06 +0000 2015,"KENDRICK IS AN INSPIRATION.  THANK YOU FOR THE VIBRATIONS AND THE SPIRIT. YOUR MEANING, MESSAGE AND EXECUTION ARE GIFTS TO THE WORLD.",en,129868.0,107254,169686021,,,,,,,,0,,False,,
698147710948503552,Fri Feb 12 14:12:39 +0000 2016,9th   It felt like a seen from The Warriors     ALL GODS   ALL GODS ALL GODS in the buildin,en,25193.0,11821,169686021,,,,,,,,0,,False,,
989238679058038784,Wed Apr 25 20:24:14 +0000 2018,I'm sitting with Lucian discussing the future of the music industry. Lets bring in David Joseph and Frank Bridgman and Olivier Nusse.,en,13506.0,1198,169686021,ye,kanyewest,29337530.0,,,,,0,,False,,
1073928512799596544,Sat Dec 15 13:11:24 +0000 2018,I have no more handlers     Only fear god,en,27994.0,4605,169686021,ye,kanyewest,29511535.0,,,,,0,,False,,
1042838357842120704,Thu Sep 20 18:10:14 +0000 2018,https://t.co/1n0yM79SIt,und,2366.0,231,169686021,ye,kanyewest,29337530.0,,,https://instagram.com/p/Bn9RzjnnC8-/,,0,,False,,
1073411739558035456,Fri Dec 14 02:57:56 +0000 2018,I’m your oxygen,en,71182.0,27233,169686021,ye,kanyewest,29337530.0,,,,,0,,False,,
1073458289583841285,Fri Dec 14 06:02:54 +0000 2018,I’m a man about my family and integrity,en,47420.0,6423,169686021,ye,kanyewest,29337530.0,,,,,0,,False,,
1080205153729302528,Tue Jan 01 20:52:32 +0000 2019,RT @KrysJenner: My new bed spread tho #Famous https://t.co/hnvw9eCtdW,en,0.0,1537,169686021,ye,kanyewest,30741012.0,Famous,KrysJenner,,https://pbs.twimg.com/ext_tw_video_thumb/788747416778346497/pu/img/UOlhYIF72DFyMD44.jpg,1,video,True,KrysJenner,My new bed spread tho #Famous https://t.co/hnvw9eCtdW
1080203759379070976,Tue Jan 01 20:47:00 +0000 2019,RT @weekndvis: @kanyewest YEEZUS JUST ROSE AGAIN,en,0.0,174,169686021,ye,kanyewest,29792507.0,,"weekndvis, kanyewest",,,0,,True,weekndvis,@kanyewest YEEZUS JUST ROSE AGAIN
1306271969113858048,Wed Sep 16 16:41:21 +0000 2020,https://t.co/AWMjDEMo5q,und,4458.0,399,169686021,ye,kanyewest,31004420.0,,,,https://pbs.twimg.com/media/EiDPbePU0AAAMxp.jpg,1,photo,False,,
1307734557660188672,Sun Sep 20 17:33:09 +0000 2020,"4. LAWYERS 

the first thing that changes about Record Deals is actually lawyers.

We need Plain English contracts.… https://t.co/B1Jo3xglSi",en,27481.0,3997,169686021,ye,kanyewest,30970789.0,,,https://twitter.com/i/web/status/1307734557660188672,,0,,False,,
1284109928001486849,Fri Jul 17 12:57:19 +0000 2020,Trust God https://t.co/FPIgrxWfLk,en,48364.0,6564,169686021,ye,kanyewest,30907119.0,,,,https://pbs.twimg.com/ext_tw_video_thumb/1284109873278402560/pu/img/qouoqf0X8H9KWzAP.jpg,1,video,False,,
1073435148786515968,Fri Dec 14 04:30:57 +0000 2018,This clout shit done got outta hand bro,en,41642.0,8947,169686021,ye,kanyewest,29337530.0,,,,,0,,False,,
1073411331963928577,Fri Dec 14 02:56:19 +0000 2018,He be texting people I know like it’s cool     But won’t sit and talk with me,en,26280.0,4136,169686021,ye,kanyewest,29337530.0,,,,,0,,False,,
1054373627540451329,Mon Oct 22 14:07:16 +0000 2018,RT @funnyorfact: When someone gets a little too close to BAE https://t.co/ge93gv2wYy,en,0.0,1456,169686021,ye,kanyewest,29337530.0,,funnyorfact,,https://pbs.twimg.com/ext_tw_video_thumb/834803758492241920/pu/img/KGqFMB6MrSBn4vQ_.jpg,1,video,True,funnyorfact,When someone gets a little too close to BAE https://t.co/ge93gv2wYy
1317896663801888768,Sun Oct 18 18:33:44 +0000 2020,"Pro-“LIFE”- eration, redemption, reparation, (attaching new tissue organically, rebuilding
Maturation:
     -  the… https://t.co/aEfrbcbuwS",en,9027.0,737,169686021,ye,kanyewest,32253242.0,,,https://twitter.com/i/web/status/1317896663801888768,,0,,False,,
1320057838555877380,Sat Oct 24 17:41:28 +0000 2020,https://t.co/rqKBrfNCME,zxx,35216.0,5035,169686021,ye,kanyewest,32253242.0,,,https://youtu.be/qxOeWuAHOiw,,0,,False,,
1032007965706874880,Tue Aug 21 20:54:07 +0000 2018,spend as much time outside as possible     fresh air is healing,en,156983.0,38976,169686021,ye,kanyewest,29337530.0,,,,,0,,False,,
1598478296559370241,Fri Dec 02 00:44:58 +0000 2022,RT @Iightworks: he had alex jones stress laughing you know how crazy that is https://t.co/nx8M4hzE5v,en,0.0,2114,169686021,ye,kanyewest,32253242.0,,Iightworks,,https://pbs.twimg.com/ext_tw_video_thumb/1598389611230859264/pu/img/wzK2LhdCcItUXc9F.jpg,1,video,True,Iightworks,he had alex jones stress laughing you know how crazy that is https://t.co/nx8M4hzE5v
1306050476203364352,Wed Sep 16 02:01:13 +0000 2020,De La Soul can’t even get their music on iTunes,en,31226.0,3357,169686021,ye,kanyewest,31006121.0,,,,,0,,False,,
1041886667294953472,Tue Sep 18 03:08:33 +0000 2018,https://t.co/VBLhl3lydG,und,32467.0,3998,169686021,ye,kanyewest,29337530.0,,,,https://pbs.twimg.com/media/DnWGZXYVAAQY8o2.jpg,1,photo,False,,
1307345319466852356,Sat Sep 19 15:46:28 +0000 2020,STEVE RIFKIND PULLING UP TO CHANGE THE MUSIC GAME FOREVER https://t.co/otL5vkY4Vm,en,30238.0,1532,169686021,ye,kanyewest,30970556.0,,,,https://pbs.twimg.com/media/EiSfowGWAAgZBXu.jpg,1,photo,False,,
702562566418132993,Wed Feb 24 18:35:43 +0000 2016,All artists have a problem with it and I am going to fix it for us all starting right now.,en,14230.0,5014,169686021,,,,,,,,0,,False,,
1054570087628374016,Tue Oct 23 03:07:56 +0000 2018,RT @Mannyfreshcuts: @kanyewest That’s awesome @kanyewest it would be nice to see a strong African American woman in office! #changingameric…,en,0.0,106,169686021,ye,kanyewest,29337530.0,,"Mannyfreshcuts, kanyewest, kanyewest",,,0,,True,Mannyfreshcuts,@kanyewest That’s awesome @kanyewest it would be nice to see a strong African American woman in office!… https://t.co/Qgg2TzEgrV
568799064843685888,Fri Feb 20 15:47:19 +0000 2015,and I have encountered countless amounts of bigotry along the way.,en,9515.0,5003,169686021,,,,,,,,0,,False,,
1293396711218569221,Wed Aug 12 03:59:40 +0000 2020,Hi @WBeirendonck  Virgil can do whatever he wants      Do you know how hard it’s been for us to be recognized? Coming from Chicago?,en,20020.0,1252,169686021,ye,kanyewest,30905763.0,,WBeirendonck,,,0,,False,,
1294491379423354881,Sat Aug 15 04:29:29 +0000 2020,Another twitter tirade before bedtime https://t.co/dFgHCZXSsI,en,30071.0,1950,169686021,ye,kanyewest,30905763.0,,,,https://pbs.twimg.com/media/Efb1B7yUMAIOdb7.jpg,1,photo,False,,
1315680854555848705,Mon Oct 12 15:48:54 +0000 2020,Would love to go on Joe Rogan’s podcast LIVE this week      I have my team trying to get your number    Joe I’m in… https://t.co/5SzPoCFSA5,en,112926.0,11654,169686021,ye,kanyewest,32253242.0,,,https://twitter.com/i/web/status/1315680854555848705,,0,,False,,
1306274884918493184,Wed Sep 16 16:52:56 +0000 2020,https://t.co/03qlfI55vX,und,6514.0,546,169686021,ye,kanyewest,30984716.0,,,,https://pbs.twimg.com/media/EiDSFTOUYAAgixt.jpg,1,photo,False,,
1073417589940981761,Fri Dec 14 03:21:11 +0000 2018,Nobody scared of anything,en,22168.0,3662,169686021,ye,kanyewest,29337530.0,,,,,0,,False,,
1323479840121450497,Tue Nov 03 04:19:17 +0000 2020,So many of us need so much less than we have especially when so many of us are in need,en,93713.0,9643,169686021,ye,kanyewest,32253242.0,,,,,0,,False,,
1080178462785101824,Tue Jan 01 19:06:28 +0000 2019,RT @AMAZlNGNATURE: These beautiful llamas in Italy💕 https://t.co/g2zz6IEyO8,en,0.0,5047,169686021,ye,kanyewest,29289204.0,,AMAZlNGNATURE,,https://pbs.twimg.com/ext_tw_video_thumb/1078044618703409152/pu/img/r12WtXPR4AlybL9b.jpg,1,video,True,AMAZlNGNATURE,These beautiful llamas in Italy💕 https://t.co/g2zz6IEyO8
705100610002096128,Wed Mar 02 18:41:00 +0000 2016,I’m very detailed oriented and I will know the difference so don’t try to just throw a bow on the original head…,en,41073.0,19416,169686021,,,,,,,,0,,False,,
1321514828469469184,Wed Oct 28 18:11:02 +0000 2020,We will heal https://t.co/pliy0PJQ9j,en,54589.0,6388,169686021,ye,kanyewest,32253242.0,,,,https://pbs.twimg.com/ext_tw_video_thumb/1321514750266675201/pu/img/kIw2RvyHnuZNW8gn.jpg,1,video,False,,
644996398241435648,Fri Sep 18 22:08:19 +0000 2015,http://t.co/82xFmk3ige,und,5471.0,2173,169686021,,,,,,,,0,,False,,
986759302311395328,Thu Apr 19 00:12:05 +0000 2018,if you wanna see the true character of person watch the way they treat someone who can't do anything for them.,en,496161.0,218057,169686021,ye,kanyewest,29337530.0,,,,,0,,False,,
1306271840273182721,Wed Sep 16 16:40:50 +0000 2020,https://t.co/60rRJ7kOo7,und,4490.0,404,169686021,ye,kanyewest,31004420.0,,,,https://pbs.twimg.com/media/EiDPT4jUwAET0WY.jpg,1,photo,False,,
1034545604490227712,Tue Aug 28 20:57:47 +0000 2018,the world is the new art school,en,61968.0,12969,169686021,ye,kanyewest,29337530.0,,,,,0,,False,,
989554344457453568,Thu Apr 26 17:18:35 +0000 2018,I really appreciate this dialogue with John Legend because I'm actually very empathetic. Im still the kid from the… https://t.co/ybUZfYAFBR,en,36066.0,3529,169686021,ye,kanyewest,29337530.0,,,https://twitter.com/i/web/status/989554344457453568,,0,,False,,
990278445992108032,Sat Apr 28 17:15:54 +0000 2018,I've got a new challenge for everyone today. Pick somebody that you had an argument with that you think you hate ma… https://t.co/iIBFga66W3,en,189774.0,49498,169686021,ye,kanyewest,29337530.0,,,https://twitter.com/i/web/status/990278445992108032,,0,,False,,
712423834293559297,Tue Mar 22 23:40:52 +0000 2016,I speak yell scream directly at the old guard on behalf of the future.,en,10549.0,2812,169686021,,,,,,,,0,,False,,
1314070506652545024,Thu Oct 08 05:09:57 +0000 2020,They had to get the merch first https://t.co/8gBTw6g6Jq https://t.co/6R0aJ6YGjJ,en,116270.0,14131,169686021,ye,kanyewest,32253242.0,,,https://kanye2020.country,https://pbs.twimg.com/ext_tw_video_thumb/1314070489132863490/pu/img/pKpEcioCpLAsudpj.jpg,1,video,False,,
692446402811686913,Wed Jan 27 20:37:42 +0000 2016,Ima take these down cause it’s all about positive energy    blessings  blessings    positive energy blessings,en,64461.0,36673,169686021,,,,,,,,0,,False,,
989683459399471104,Fri Apr 27 01:51:38 +0000 2018,https://t.co/X7glcr2ois,und,22760.0,2023,169686021,,,,,,,,0,,False,,
1308844645212880896,Wed Sep 23 19:04:15 +0000 2020,I’m giving all Good music artist back the 50% share I have of their masters,en,155756.0,16806,169686021,ye,kanyewest,32262956.0,,,,,0,,False,,
1306270737401958405,Wed Sep 16 16:36:27 +0000 2020,https://t.co/IXjGqOFxp1,und,4642.0,443,169686021,ye,kanyewest,31004420.0,,,,https://pbs.twimg.com/media/EiDOT61U4AICSVz.jpg,1,photo,False,,
991853431773057024,Thu May 03 01:34:20 +0000 2018,https://t.co/IeNUbKXIZH,und,10942.0,1202,169686021,,,,,,,,0,,False,,
1598505803580841984,Fri Dec 02 02:34:17 +0000 2022,YE24 LOVE EVERYONE  #LOVESPEECH https://t.co/PSJ47gJGh3… https://t.co/sFNrh5gtcn,en,0.0,0,169686021,ye,kanyewest,32253168.0,LOVESPEECH,,https://twitter.com/i/web/status/1598505803580841984,https://pbs.twimg.com/media/Fi8IVdzWYAEnm8I.jpg,1,photo,False,,
1294487722833227776,Sat Aug 15 04:14:58 +0000 2020,Plan A logo 🕊 https://t.co/Wn0wvmWi9b,en,13695.0,879,169686021,ye,kanyewest,30905763.0,,,,https://pbs.twimg.com/media/EfbxuP8U0AAm-yV.jpg,1,photo,False,,
991511792168792066,Wed May 02 02:56:47 +0000 2018,https://t.co/oK90WQRSST,und,0.0,0,169686021,KANYE WEST,kanyewest,28146237.0,,,,https://pbs.twimg.com/media/DcKOt16VwAAg5O4.jpg,1,photo,False,,
1006694427526483968,Wed Jun 13 00:27:09 +0000 2018,https://t.co/bgaE5M6Pq0,und,7061.0,706,169686021,,,,,,,,0,,False,,
986624438106865664,Wed Apr 18 15:16:11 +0000 2018,I don't believe in the concept of an enemy. We have been conditioned to always be in competition. Stop looking for… https://t.co/rsJxZGEMfQ,en,200790.0,66772,169686021,ye,kanyewest,29337530.0,,,https://twitter.com/i/web/status/986624438106865664,,0,,False,,
1316710875823255554,Thu Oct 15 12:01:50 +0000 2020,https://t.co/PooGVJfmoi,zxx,6124.0,328,169686021,ye,kanyewest,32253242.0,,,https://www.instagram.com/tv/CGV1D0XpJq7/?igshid=erdua1fqw2tx,,0,,False,,
1034569031452262401,Tue Aug 28 22:30:53 +0000 2018,https://t.co/v5tHqabx2u,und,3452.0,410,169686021,,,,,,,,0,,False,,
1306273520368807938,Wed Sep 16 16:47:31 +0000 2020,https://t.co/9bVLN0hRuZ,und,5347.0,441,169686021,ye,kanyewest,30983435.0,,,,https://pbs.twimg.com/media/EiDQ0bYUwAYaGow.jpg,1,photo,False,,
1598506546002010112,Fri Dec 02 02:37:14 +0000 2022,REBORN YE24 https://t.co/Hv9cW8P0NY,en,0.0,0,169686021,ye,kanyewest,32252364.0,,,,https://pbs.twimg.com/ext_tw_video_thumb/1598506123857985536/pu/img/BAlVsCGgk0ME0-xb.jpg,1,video,False,,
660290245687009282,Sat Oct 31 03:00:36 +0000 2015,"…with my brothers Trav, Yasiin and Nabil  https://t.co/KsB0igFQ06",en,10996.0,6088,169686021,,,,,,,,0,,False,,
1293169577304571905,Tue Aug 11 12:57:07 +0000 2020,My mother in law Kris Jenner ... makes the best music playlist 😊,en,193078.0,11338,169686021,ye,kanyewest,30905763.0,,,,,0,,False,,
1031644242035105792,Mon Aug 20 20:48:48 +0000 2018,just on CNBC like... https://t.co/Te0LWUP3ub,en,57057.0,7822,169686021,,,,,,,,0,,False,,
1006630138920906752,Tue Jun 12 20:11:42 +0000 2018,https://t.co/V7ZeBuufOB,und,11367.0,2238,169686021,ye,kanyewest,29337530.0,,,https://wegotlove.com/,,0,,False,,
1588267261885706240,Thu Nov 03 20:29:58 +0000 2022,FAMILY https://t.co/r8UforaZBT,en,312827.0,26048,169686021,ye,kanyewest,32258710.0,,,,https://pbs.twimg.com/media/Fgqop9fUAAAK0oA.jpg,1,photo,False,,
1073424149220130816,Fri Dec 14 03:47:15 +0000 2018,I will never put negative energy into a song,en,45083.0,5219,169686021,ye,kanyewest,29337530.0,,,,,0,,False,,
1079586088203706368,Mon Dec 31 03:52:35 +0000 2018,2019 we’re already so thankful for the blessings in order,en,29850.0,8275,169686021,ye,kanyewest,29792507.0,,,,,0,,False,,
