year,month,era,key_event,category,mental_state,intensity,source,track_theme,_themes_list,matched_tracks_n,matched_track_titles,track_emo_score_list,track_emo_score_mean,track_emo_score_median,track_emo_score_v2_list,track_emo_score_v2_mean,track_emo_score_v2_median,matched_themes
2004,11,College Dropout Era,Recording Late Registration begins,music,creative_peak,4,Pitchfork,"intro, start","['intro', 'start']",3,"['Intro', 'Wake Up Mr. West']","[147.84, -1.5274999999999987, -1.5274999999999987]",48.26166666666666,-1.5274999999999987,"[60.68000000000001, 36.471093749999994, 36.471093749999994]",44.540729166666665,36.471093749999994,"['intro', 'start']"
2004,12,College Dropout Era,Studio sessions continue,music,creative_peak,3,-- ,"new stage, overcoming difficulties, system","['new stage', 'overcoming difficulties', 'system']",6,"['Celebration', 'Good Morning', 'The Glory', 'On Sight']","[9.009777777777773, 17.646666666666672, 17.646666666666672, 17.646666666666672, 7.752935076252719, 11.63145755675676]",13.555695068464546,14.639062111711716,"[34.474444444444444, 44.269576937134495, 44.269576937134495, 44.269576937134495, 36.28638174019608, 74.42844121621621]",46.33299970204337,44.269576937134495,"['new stage', 'overcoming difficulties', 'system']"
2005,1,Late Registration Era,Work intensifies on album,music,creative_peak,4,Pitchfork,"grind, persistence, momentum","['grind', 'persistence', 'momentum']",4,"['Reborn', 'FOREVER ROLLING']","[0.4231111111111105, 0.1696259259259257, 0.1696259259259257, 0.1696259259259257]",0.2329972222222219,0.1696259259259257,"[13.210868055555554, 14.04561111111112, 14.04561111111112, 14.04561111111112]",13.836925347222229,14.04561111111112,"['grind', 'persistence', 'momentum']"
2005,2,Late Registration Era,Collaboration with Jon Brion,music,creative_peak,4,Billboard,"struggle, revelation, duality","['struggle', 'revelation', 'duality']",18,"['Never Let Me Down', 'Gorgeous', 'Welcome to the Jungle', 'Made in America', 'Saint Pablo', 'Fire', 'Cudi Montage', 'Selah', 'Hands On', 'God Breathed', 'Hurricane', 'Heaven and Hell', 'Broken Road', 'City of Gods', 'KEYS TO MY LIFE', ""GOOD (DON'T DIE)""]","[3.6455441489361697, 1.0538181818181824, -0.9339447154471568, 3.094999999999999, 1.6614000000000009, 5.945749891067534, 4.713545454545455, 17.602722722722717, 22.926471734892793, -6.59053198653199, 42.46183432700993, 3.77744244244244, 3.77744244244244, 3.77744244244244, 52.703007751938, 0.0781504629629633, 15.72334254254254, -3.2184042328042324]",9.566668533943348,3.77744244244244,"[34.84575762549867, 32.30988636363635, 61.40909823848238, 9.053531250000006, 33.23754971590909, 34.43897344771242, 33.495134943181824, 39.29059309309309, 39.529532163742694, -11.86297269570706, 40.99069698509484, 46.63731348536035, 46.63731348536035, 46.63731348536035, 44.51399870801034, 20.75308268229167, 40.99820570570571, 38.255888888888904]",35.06504986509011,38.773240990991,"['struggle', 'revelation', 'duality']"
2005,3,Late Registration Era,Touch the Sky concept begins,music,creative_peak,3,RollingStone,"danger, impact, unpredictability","['danger', 'impact', 'unpredictability']",3,['BOMB'],"[7.0320920077972735, 7.0320920077972735, 7.0320920077972735]",7.0320920077972735,7.0320920077972735,"[52.39173656798244, 52.39173656798244, 52.39173656798244]",52.39173656798244,52.39173656798244,"['danger', 'impact', 'unpredictability']"
2005,4,Late Registration Era,First fashion statements,fashion,neutral,2,Vogue,"flexing, style, ego","['flexing', 'style', 'ego']",17,"[""Can't Tell Me Nothing"", 'Barry Bonds', 'POWER', 'Monster', 'I Thought About Killing You', 'All Mine', '4th Dimension', 'Junya', 'Junya pt 2', 'Too Easy', 'Eazy', 'STARS', 'CARNIVAL', 'PROBLEMATIC']","[7.898369458469999e-16, 7.898369458469999e-16, -0.3522285714285699, 29.743949962207115, 1.4997335335335322, 11.320246153846153, 17.91896531986531, 8.455025000000001, 8.455025000000001, 8.455025000000001, 14.215750000000003, 14.215750000000003, 0.5242911877394631, 1.8972959064327488, 0.7111254150702416, 9.763935449735454, 12.073466666666668]",8.170432707274596,8.455025000000001,"[45.9220166015625, 45.9220166015625, 34.87530059523811, 80.17956278344671, 39.887507554429426, 44.05348076923076, 68.4594420770202, 36.6786953125, 36.6786953125, 36.6786953125, 44.14921875, 44.14921875, 19.73071360153257, 53.43923802997075, 17.83508836206897, 37.060901537698406, 40.17684027777778]",42.698625425237566,40.17684027777778,"['flexing', 'style', 'ego']"
2005,5,Late Registration Era,Public confidence grows,public,mania_like,3,Guardian,"vulnerability, confession, identity","['vulnerability', 'confession', 'identity']",15,"['Pinocchio Story (Freestyle Live From Singapore)', 'Lost in the World', 'Who Will Survive in America', 'Famous', 'Feedback', 'Facts (Charlie Heat Version)', 'Violent Crimes', 'Lord I Need You', 'Pablo', 'KEYS TO MY LIFE', 'HOODRAT', 'LIFESTYLE', 'MY SOUL']","[56.72868276972627, 33.28546950354608, -1.7300333333333326, 53.06939225589224, 53.06939225589224, 53.06939225589224, 8.606448343079924, 0.2930121212121218, 11.861629629629626, 15.72334254254254, 0.0, 4.0697071895424815, 8.006055555555557, 8.006055555555557, 8.006055555555557]",20.804306813352614,8.606448343079924,"[56.20711050724637, 71.92355200945624, 40.627975694444466, 48.05831833964646, 48.05831833964646, 48.05831833964646, 54.40410910087719, 32.41917282196971, 72.13169191919192, 40.99820570570571, 13.722187500000008, 30.790666973039208, 45.11807291666668, 45.11807291666668, 45.11807291666668]",46.183589733391365,45.11807291666668,"['vulnerability', 'confession', 'identity']"
2005,6,Late Registration Era,Diamonds from Sierra Leone released,music,public_controversy,4,NYTimes,"trauma, poverty, freedom","['trauma', 'poverty', 'freedom']",12,"['Jesus Walks', 'Never Let Me Down', 'Two Words', 'Gone', 'Otis', 'Pt. 2', 'Waves', 'Ghost Town', 'Off The Grid', 'Jonah']","[-0.0, 3.6455441489361697, 9.135612500000002, -6.711308148148152, 0.0, 10.731987301587305, 10.731987301587305, 10.731987301587305, 105.89090909090908, -0.550027513227514, 18.58796190476191, 0.5210666666666686]",13.559643379555006,6.390578324468086,"[15.52656770833334, 34.84575762549867, 78.1912236328125, -0.7447052083333388, 20.370000000000005, 37.95831746031746, 37.95831746031746, 37.95831746031746, 53.15318181818182, 17.684253968253966, 62.59794642857143, 48.949166666666656]",37.03736208507812,37.95831746031746,"['trauma', 'poverty', 'freedom']"
2005,7,Late Registration Era,Live performances,music,neutral,2,-- ,"drugs, addiction, music, criticism of the authorities","['drugs', 'addiction', 'music', 'criticism of the authorities']",12,"[""We Don't Care"", 'Jesus Walks', 'School Spirit Skit 1', 'My Way Home', 'Crack Music', 'Addiction', 'Hold My Liquor']","[22.054153846153845, -0.0, 0.6343867177522341, 1.7509604651162791, -1.1563076923076925, -1.1563076923076925, -1.1563076923076925, -1.1563076923076925, -2.044444444444444, -2.044444444444444, 30.210032327586216, 30.210032327586216]",6.3454538355062615,-0.5781538461538462,"[44.401153846153846, 15.52656770833334, 16.744670737547896, 26.432869186046513, 51.979889423076926, 51.979889423076926, 51.979889423076926, 51.979889423076926, 33.06197916666667, 33.06197916666667, 60.49266029094827, 60.49266029094827]",41.511174840468264,48.190521634615386,"['drugs', 'addiction', 'music', 'criticism of the authorities']"
2005,8,Late Registration Era,Release of Late Registration,music,joy,5,Billboard,"college expulsion, drug propaganda","['college expulsion', 'drug propaganda']",2,['Graduation Day'],"[11.653805172413795, 11.653805172413795]",11.653805172413795,11.653805172413795,"[67.4301299838362, 67.4301299838362]",67.4301299838362,67.4301299838362,"['college expulsion', 'drug propaganda']"
2005,9,Late Registration Era,Katrina “George Bush hates Black people” moment,public,angry,5,NBC,"violence, growth, Black success","['violence', 'growth', 'black success']",4,"['Murder to Excellence', 'Fire']","[5.742400000000002, 5.742400000000002, 5.742400000000002, 5.945749891067534]",5.793237472766885,5.742400000000002,"[34.289621212121205, 34.289621212121205, 34.289621212121205, 34.43897344771242]",34.32695927101901,34.289621212121205,"['violence', 'growth', 'black success']"
2005,10,Late Registration Era,Massive fame spike,public,mania_like,4,Variety,"chaos, fame, consequences","['chaos', 'fame', 'consequences']",22,"['Diamonds from Sierra Leone (Remix)', 'Flashing Lights', 'Homecoming', 'Pinocchio Story (Freestyle Live From Singapore)', 'Dark Fantasy', 'POWER', 'All of the Lights', 'Welcome to the Jungle', 'Famous', 'Feedback', 'Freestyle 4', 'Facts (Charlie Heat Version)', 'Feel The Love', 'Pablo', 'FUK SUMN', 'VULTURES', 'CARNIVAL', 'FRIED', 'LIFESTYLE']","[-0.7207693181818179, -2.3659259259259273, 10.580625, 56.72868276972627, 3.188343743743742, -0.3522285714285699, -6.9614711111111145, -6.9614711111111145, -6.9614711111111145, -0.9339447154471568, 53.06939225589224, 53.06939225589224, 12.197035004516712, 53.06939225589224, 9.76976923076923, 11.861629629629626, 11.861629629629626, 31.857376744186055, 3.6993288166214966, 9.763935449735454, 7.185230769230769, 4.0697071895424815]",13.941554040031429,8.474583109483111,"[31.150144797585217, 2.254145833333333, 45.01443726084185, 56.20711050724637, 47.61706986674175, 34.87530059523811, -1.777830208333329, -1.777830208333329, -1.777830208333329, 61.40909823848238, 48.05831833964646, 48.05831833964646, 62.97054645155826, 48.05831833964646, 55.17985376602565, 72.13169191919192, 72.13169191919192, 56.16894056847544, 69.84603103827914, 37.060901537698406, 60.20056891025639, 30.790666973039208]",42.44771202623294,48.05831833964646,"['chaos', 'fame', 'consequences']"
2005,11,Late Registration Era,Tours intensify,music,creative_peak,4,Billboard,"exploration, escape, adventure","['exploration', 'escape', 'adventure']",6,"['Gone', 'Lift Off', 'Moon', 'FIELD TRIP']","[-6.711308148148152, 8.191955555555555, -0.0506074074074071, 22.913107692307698, 22.913107692307698, 22.913107692307698]",11.694893846153846,15.552531623931626,"[-0.7447052083333388, 44.343361111111136, 19.71766666666667, 43.46858974358974, 43.46858974358974, 43.46858974358974]",32.28701530003561,43.46858974358974,"['exploration', 'escape', 'adventure']"
2005,12,Late Registration Era,Grammy nominations,music,joy,5,Grammy,"rap, gangsters","['rap', 'gangsters']",2,['School Spirit'],"[0.8067214285714285, 0.8067214285714285]",0.8067214285714285,0.8067214285714285,"[19.81201283482143, 19.81201283482143]",19.81201283482143,19.81201283482143,"['rap', 'gangsters']"
2006,1,Graduation Pre-Era,Beginning early Graduation sessions,music,creative_peak,3,Pitchfork,"relationships, respect, mentoring, self-recognition","['relationships', 'respect', 'mentoring', 'self-recognition']",13,"[""Can't Tell Me Nothing"", 'Barry Bonds', 'Flashing Lights', 'Homecoming', 'Big Brother', ""That's My Bitch"", 'Blood on the Leaves', ""Frank's Track"", '30 Hours', 'Fade']","[7.898369458469999e-16, 7.898369458469999e-16, -2.3659259259259273, 10.580625, 8.094433846153846, 8.094433846153846, 8.094433846153846, 8.094433846153846, -0.5072666666666669, 0.1830053191489358, 22.232421052631583, 1.0048735999999996, 0.3000189024390245]",4.9081143589417175,1.0048735999999996,"[45.9220166015625, 45.9220166015625, 2.254145833333333, 45.01443726084185, 51.62668774038463, 51.62668774038463, 51.62668774038463, 51.62668774038463, 5.2844670138889, 37.4453643409242, 39.94603435672514, 22.351197692307707, 19.39510425400152]",36.1570411474374,45.01443726084185,"['relationships', 'respect', 'mentoring', 'self-recognition']"
2006,2,Graduation Pre-Era,Fashion interest grows,fashion,neutral,2,Vogue,"fast pace of life, success, luxury, control","['fast pace of life', 'success', 'luxury', 'control']",19,"['Workout Plan', 'Drive Slow', 'We Major', 'Celebration', 'Good Life', ""Can't Tell Me Nothing"", 'Barry Bonds', 'Love Lockdown', 'RoboCop', 'Lift Off', 'Niggas in Paris', 'Otis', 'Highlights', 'Waves', 'Louie Bags', 'PAID']","[1.1161899641577038, 1.1050666666666664, 1.1050666666666664, 1.1050666666666664, 1.1050666666666664, -0.2249696969696965, 9.009777777777773, 15.701125, 7.898369458469999e-16, 7.898369458469999e-16, 0.987071923536438, -0.1305925925925937, 8.191955555555555, 4.620008714596946, 0.0, 26.66663076923077, 105.89090909090908, -0.6008410991636791, 0.0744793309438466]",9.248526916034148,1.1050666666666664,"[25.153598734318997, 10.714666666666671, 10.714666666666671, 10.714666666666671, 10.714666666666671, 33.864, 34.474444444444444, 36.587988281250006, 45.9220166015625, 45.9220166015625, 23.77125806451612, 33.98225847630719, 44.343361111111136, 28.941261029411756, 20.370000000000005, 41.140857371794866, 53.15318181818182, 23.865683467741928, 21.837480062724012]",29.273056459557576,28.941261029411756,"['fast pace of life', 'success', 'luxury', 'control']"
2006,3,Graduation Pre-Era,Public clashes with paparazzi begin,public,chaotic,3,TMZ,"conflict, reputation, pressure","['conflict', 'reputation', 'pressure']",15,"['Bring Me Down', 'Diamonds from Sierra Leone (Remix)', 'Late', 'Welcome to Heartbreak', 'Why I Love You', 'Follow God', 'Jail', 'Ok Ok', 'Believe What I Say', 'Jail pt 2', 'Eazy', 'TALKING', 'BURN']","[13.936846153846156, -0.7207693181818179, -4.653175531914893, -0.5775605263157896, 8.150815384615385, 0.0, -0.092132056194125, -6.72, 2.8549178743961368, 5.617523076923077, 1.8972959064327488, 2.4558745098039196, 2.4558745098039196, 2.4558745098039196, 11.840400000000002]",2.593452299534576,2.4558745098039196,"[52.43108173076923, 31.150144797585217, 40.760846077127646, 10.69799568256579, 54.04452043269231, 22.033687500000013, 12.60852017480844, -6.033333333333331, 6.231974637681155, 61.0751358173077, 53.43923802997075, 32.11736887254902, 32.11736887254902, 32.11736887254902, 65.6415550595238]",33.36223154828972,32.11736887254902,"['conflict', 'reputation', 'pressure']"
2006,4,Graduation Pre-Era,Touch the Sky tour,music,creative_peak,4,Billboard,"exploration, escape, adventure","['exploration', 'escape', 'adventure']",6,"['Gone', 'Lift Off', 'Moon', 'FIELD TRIP']","[-6.711308148148152, 8.191955555555555, -0.0506074074074071, 22.913107692307698, 22.913107692307698, 22.913107692307698]",11.694893846153846,15.552531623931626,"[-0.7447052083333388, 44.343361111111136, 19.71766666666667, 43.46858974358974, 43.46858974358974, 43.46858974358974]",32.28701530003561,43.46858974358974,"['exploration', 'escape', 'adventure']"
2006,5,Graduation Pre-Era,Grammy wins,music,joy,5,Grammy,"triumph, celebration","['triumph', 'celebration']",8,"['Last Call', 'Celebration', 'Good Life', 'The Glory', 'Waves', 'We Did It Kid', 'City of Gods']","[71.84849999999999, 9.009777777777773, 15.701125, 7.752935076252719, 105.89090909090908, 22.996031189083833, 22.996031189083833, 0.0781504629629633]",32.034182473258774,19.348578094541917,"[60.418046874999995, 34.474444444444444, 36.587988281250006, 36.28638174019608, 53.15318181818182, 39.48761056286549, 39.48761056286549, 20.75308268229167]",40.081043370886874,38.037799422057745,"['triumph', 'celebration']"
2006,6,Graduation Pre-Era,Studio experimentation,music,creative_peak,3,RollingStone,sample,['sample'],0,[],[],,,[],,,[]
2006,7,Graduation Pre-Era,Relationship turmoil begins,personal,stress,3,Guardian,"blame, dysfunction, heartbreak","['blame', 'dysfunction', 'heartbreak']",12,"['Two Words', 'Heartless', 'Bad News', 'Blame Game', 'Guilt Trip', 'Jail', 'Get Lost', 'Selfish', 'BACK TO ME', '530']","[9.135612500000002, -0.472861538461538, -0.0, 1.128306753812635, 1.128306753812635, 1.128306753812635, 0.6584215909090917, -0.092132056194125, -0.5452121212121216, 6.347109368191719, 55.35111111111112, -0.8442457516339869]",6.076893613679005,0.8933641723608634,"[78.1912236328125, 54.303543269230765, 20.6071875, 34.8432348856209, 34.8432348856209, 34.8432348856209, 28.503963689630687, 12.60852017480844, 25.509280303030312, 34.282885212418286, 50.97361111111111, 36.02547017973856]",37.12794914413695,34.8432348856209,"['blame', 'dysfunction', 'heartbreak']"
2006,8,Graduation Pre-Era,More public appearances,public,neutral,2,-- ,"fame, identity, isolation","['fame', 'identity', 'isolation']",23,"['Diamonds from Sierra Leone (Remix)', 'Flashing Lights', 'Homecoming', 'Love Lockdown', 'Pinocchio Story (Freestyle Live From Singapore)', 'Dark Fantasy', 'POWER', 'All of the Lights', 'Lost in the World', 'Who Will Survive in America', 'Famous', 'Feedback', 'Facts (Charlie Heat Version)', 'Pablo', 'KEYS TO MY LIFE', 'HOODRAT', 'VULTURES', 'LIFESTYLE', 'MY SOUL']","[-0.7207693181818179, -2.3659259259259273, 10.580625, 0.987071923536438, 56.72868276972627, 56.72868276972627, 56.72868276972627, 3.188343743743742, -0.3522285714285699, -6.9614711111111145, 33.28546950354608, -1.7300333333333326, 53.06939225589224, 53.06939225589224, 53.06939225589224, 11.861629629629626, 11.861629629629626, 15.72334254254254, 0.0, 3.6993288166214966, 4.0697071895424815, 4.0697071895424815, 8.006055555555557]",18.460726414815866,8.006055555555557,"[31.150144797585217, 2.254145833333333, 45.01443726084185, 23.77125806451612, 56.20711050724637, 56.20711050724637, 56.20711050724637, 47.61706986674175, 34.87530059523811, -1.777830208333329, 71.92355200945624, 40.627975694444466, 48.05831833964646, 48.05831833964646, 48.05831833964646, 72.13169191919192, 72.13169191919192, 40.99820570570571, 13.722187500000008, 69.84603103827914, 30.790666973039208, 30.790666973039208, 45.11807291666668]",42.77311110433112,45.11807291666668,"['fame', 'identity', 'isolation']"
